"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"NCD_BMI_30A","PUBLISHED","1996","SEAR","","YEARS18-PLUS","BTSX","1.5 [1.3-1.8]","1.50000","1.30000","1.80000",""
"NCD_BMI_30A","PUBLISHED","1977","SEAR","","YEARS18-PLUS","MLE","0.2 [0.1-0.4]","0.20000","0.10000","0.40000",""
"NCD_BMI_30A","PUBLISHED","2012","EMR","","YEARS18-PLUS","BTSX","18.7 [17.4-20.0]","18.70000","17.40000","20.00000",""
"NCD_BMI_30A","PUBLISHED","1980","EUR","","YEARS18-PLUS","FMLE","14.2 [11.8-16.8]","14.20000","11.80000","16.80000",""
"NCD_BMI_30A","PUBLISHED","2005","EMR","","YEARS18-PLUS","FMLE","20.3 [18.8-22.0]","20.30000","18.80000","22.00000",""
"NCD_BMI_30A","PUBLISHED","1996","WPR","","YEARS18-PLUS","FMLE","2.7 [2.3-3.2]","2.70000","2.30000","3.20000",""
"NCD_BMI_30A","PUBLISHED","1989","AFR","","YEARS18-PLUS","FMLE","5.9 [4.8-7.0]","5.90000","4.80000","7.00000",""
"NCD_BMI_30A","PUBLISHED","1982","SEAR","","YEARS18-PLUS","BTSX","0.6 [0.4-0.9]","0.60000","0.40000","0.90000",""
"NCD_BMI_30A","PUBLISHED","1978","AMR","","YEARS18-PLUS","FMLE","12.6 [10.1-15.3]","12.60000","10.10000","15.30000",""
"NCD_BMI_30A","PUBLISHED","2012","GLOBAL","","YEARS18-PLUS","MLE","10.1 [9.2-11.0]","10.10000","9.20000","11.00000",""
"NCD_BMI_30A","PUBLISHED","2003","AMR","","YEARS18-PLUS","MLE","19.0 [17.3-20.9]","19.00000","17.30000","20.90000",""
"NCD_BMI_30A","PUBLISHED","1994","SEAR","","YEARS18-PLUS","MLE","0.7 [0.5-0.9]","0.70000","0.50000","0.90000",""
"NCD_BMI_30A","PUBLISHED","1975","EMR","","YEARS18-PLUS","MLE","2.6 [1.5-4.3]","2.60000","1.50000","4.30000",""
"NCD_BMI_30A","PUBLISHED","2003","AFR","","YEARS18-PLUS","FMLE","10.3 [9.3-11.2]","10.30000","9.30000","11.20000",""
"NCD_BMI_30A","PUBLISHED","1979","WPR","","YEARS18-PLUS","FMLE","1.3 [0.9-1.8]","1.30000","0.90000","1.80000",""
"NCD_BMI_30A","PUBLISHED","1977","EUR","","YEARS18-PLUS","FMLE","13.3 [10.6-16.3]","13.30000","10.60000","16.30000",""
"NCD_BMI_30A","PUBLISHED","1984","SEAR","","YEARS18-PLUS","FMLE","1.1 [0.7-1.6]","1.10000","0.70000","1.60000",""
"NCD_BMI_30A","PUBLISHED","1976","AFR","","YEARS18-PLUS","MLE","0.6 [0.3-1.2]","0.60000","0.30000","1.20000",""
"NCD_BMI_30A","PUBLISHED","1992","EMR","","YEARS18-PLUS","MLE","6.3 [5.1-7.6]","6.30000","5.10000","7.60000",""
"NCD_BMI_30A","PUBLISHED","2010","AMR","","YEARS18-PLUS","FMLE","27.9 [26.0-29.8]","27.90000","26.00000","29.80000",""
"NCD_BMI_30A","PUBLISHED","2010","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","9.2 [8.6-9.8]","9.20000","8.60000","9.80000",""
"NCD_BMI_30A","PUBLISHED","1991","GLOBAL","","YEARS18-PLUS","MLE","5.1 [4.6-5.7]","5.10000","4.60000","5.70000",""
"NCD_BMI_30A","PUBLISHED","1979","SEAR","","YEARS18-PLUS","BTSX","0.5 [0.3-0.8]","0.50000","0.30000","0.80000",""
"NCD_BMI_30A","PUBLISHED","2005","AMR","","YEARS18-PLUS","BTSX","22.8 [21.7-24.1]","22.80000","21.70000","24.10000",""
"NCD_BMI_30A","PUBLISHED","1996","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","9.7 [9.2-10.3]","9.70000","9.20000","10.30000",""
"NCD_BMI_30A","PUBLISHED","1983","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","5.7 [5.2-6.3]","5.70000","5.20000","6.30000",""
"NCD_BMI_30A","PUBLISHED","2007","EUR","","YEARS18-PLUS","BTSX","19.7 [18.8-20.6]","19.70000","18.80000","20.60000",""
"NCD_BMI_30A","PUBLISHED","1994","EUR","","YEARS18-PLUS","FMLE","18.0 [16.6-19.4]","18.00000","16.60000","19.40000",""
"NCD_BMI_30A","PUBLISHED","1982","EUR","","YEARS18-PLUS","MLE","8.2 [6.8-9.9]","8.20000","6.80000","9.90000",""
"NCD_BMI_30A","PUBLISHED","1991","SEAR","","YEARS18-PLUS","MLE","0.6 [0.4-0.8]","0.60000","0.40000","0.80000",""
"NCD_BMI_30A","PUBLISHED","1991","AMR","","YEARS18-PLUS","BTSX","15.6 [14.3-17.0]","15.60000","14.30000","17.00000",""
"NCD_BMI_30A","PUBLISHED","1980","EMR","","YEARS18-PLUS","BTSX","6.9 [5.4-8.7]","6.90000","5.40000","8.70000",""
"NCD_BMI_30A","PUBLISHED","1979","AFR","","YEARS18-PLUS","BTSX","2.3 [1.7-3.1]","2.30000","1.70000","3.10000",""
"NCD_BMI_30A","PUBLISHED","1993","AMR","","YEARS18-PLUS","FMLE","19.1 [17.2-20.9]","19.10000","17.20000","20.90000",""
"NCD_BMI_30A","PUBLISHED","1976","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","6.4 [5.3-7.6]","6.40000","5.30000","7.60000",""
"NCD_BMI_30A","PUBLISHED","1996","AFR","","YEARS18-PLUS","BTSX","5.1 [4.5-5.6]","5.10000","4.50000","5.60000",""
"NCD_BMI_30A","PUBLISHED","1990","GLOBAL","","YEARS18-PLUS","MLE","5.0 [4.5-5.6]","5.00000","4.50000","5.60000",""
"NCD_BMI_30A","PUBLISHED","2011","WPR","","YEARS18-PLUS","FMLE","5.4 [4.4-6.6]","5.40000","4.40000","6.60000",""
"NCD_BMI_30A","PUBLISHED","1995","EUR","","YEARS18-PLUS","FMLE","18.2 [16.9-19.6]","18.20000","16.90000","19.60000",""
"NCD_BMI_30A","PUBLISHED","1994","AFR","","YEARS18-PLUS","MLE","1.8 [1.4-2.4]","1.80000","1.40000","2.40000",""
"NCD_BMI_30A","PUBLISHED","2012","EUR","","YEARS18-PLUS","FMLE","23.1 [21.3-24.9]","23.10000","21.30000","24.90000",""
"NCD_BMI_30A","PUBLISHED","1997","SEAR","","YEARS18-PLUS","BTSX","1.6 [1.3-1.9]","1.60000","1.30000","1.90000",""
"NCD_BMI_30A","PUBLISHED","1981","EMR","","YEARS18-PLUS","BTSX","7.2 [5.7-8.9]","7.20000","5.70000","8.90000",""
"NCD_BMI_30A","PUBLISHED","2004","WPR","","YEARS18-PLUS","BTSX","3.3 [3.0-3.8]","3.30000","3.00000","3.80000",""
"NCD_BMI_30A","PUBLISHED","1996","AMR","","YEARS18-PLUS","FMLE","20.6 [18.9-22.4]","20.60000","18.90000","22.40000",""
"NCD_BMI_30A","PUBLISHED","1984","WPR","","YEARS18-PLUS","MLE","0.7 [0.6-1.0]","0.70000","0.60000","1.00000",""
"NCD_BMI_30A","PUBLISHED","2010","EMR","","YEARS18-PLUS","MLE","12.7 [11.3-14.3]","12.70000","11.30000","14.30000",""
"NCD_BMI_30A","PUBLISHED","1982","AFR","","YEARS18-PLUS","BTSX","2.7 [2.1-3.4]","2.70000","2.10000","3.40000",""
"NCD_BMI_30A","PUBLISHED","2008","AFR","","YEARS18-PLUS","MLE","3.8 [3.3-4.5]","3.80000","3.30000","4.50000",""
"NCD_BMI_30A","PUBLISHED","1979","AMR","","YEARS18-PLUS","FMLE","12.9 [10.6-15.5]","12.90000","10.60000","15.50000",""
"NCD_BMI_30A","PUBLISHED","1999","WPR","","YEARS18-PLUS","MLE","2.0 [1.6-2.4]","2.00000","1.60000","2.40000",""
"NCD_BMI_30A","PUBLISHED","1978","GLOBAL","","YEARS18-PLUS","FMLE","6.8 [5.6-8.0]","6.80000","5.60000","8.00000",""
"NCD_BMI_30A","PUBLISHED","2010","GLOBAL","","YEARS18-PLUS","FMLE","13.5 [12.6-14.4]","13.50000","12.60000","14.40000",""
"NCD_BMI_30A","PUBLISHED","2002","SEAR","","YEARS18-PLUS","FMLE","3.0 [2.6-3.6]","3.00000","2.60000","3.60000",""
"NCD_BMI_30A","PUBLISHED","1998","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","6.3 [5.8-6.7]","6.30000","5.80000","6.70000",""
"NCD_BMI_30A","PUBLISHED","1991","AFR","","YEARS18-PLUS","MLE","1.5 [1.1-2.0]","1.50000","1.10000","2.00000",""
"NCD_BMI_30A","PUBLISHED","1998","EMR","","YEARS18-PLUS","BTSX","12.5 [11.5-13.5]","12.50000","11.50000","13.50000",""
"NCD_BMI_30A","PUBLISHED","2014","SEAR","","YEARS18-PLUS","BTSX","4.2 [3.6-4.9]","4.20000","3.60000","4.90000",""
"NCD_BMI_30A","PUBLISHED","1993","EMR","","YEARS18-PLUS","MLE","6.6 [5.4-7.9]","6.60000","5.40000","7.90000",""
"NCD_BMI_30A","PUBLISHED","1977","AFR","","YEARS18-PLUS","MLE","0.6 [0.3-1.2]","0.60000","0.30000","1.20000",""
"NCD_BMI_30A","PUBLISHED","2000","EUR","","YEARS18-PLUS","MLE","14.5 [13.4-15.7]","14.50000","13.40000","15.70000",""
"NCD_BMI_30A","PUBLISHED","2009","SEAR","","YEARS18-PLUS","MLE","2.0 [1.6-2.5]","2.00000","1.60000","2.50000",""
"NCD_BMI_30A","PUBLISHED","2016","WPR","","YEARS18-PLUS","MLE","6.0 [4.4-8.0]","6.00000","4.40000","8.00000",""
